codedeploy;AddTagsToOnPremisesInstances,BatchGetApplicationRevisions,BatchGetApplications,BatchGetDeploymentGroups,BatchGetDeploymentInstances,BatchGetDeploymentTargets,BatchGetDeployments,BatchGetOnPremisesInstances,ContinueDeployment,CreateApplication,CreateCloudFormationDeployment,CreateDeployment,CreateDeploymentConfig,CreateDeploymentGroup,DeleteApplication,DeleteDeploymentConfig,DeleteDeploymentGroup,DeleteGitHubAccountToken,DeleteResourcesByExternalId,DeregisterOnPremisesInstance,GetApplication,GetApplicationRevision,GetDeployment,GetDeploymentConfig,GetDeploymentGroup,GetDeploymentInstance,GetDeploymentTarget,GetOnPremisesInstance,ListApplicationRevisions,ListApplications,ListDeploymentConfigs,ListDeploymentGroups,ListDeploymentInstances,ListDeploymentTargets,ListDeployments,ListGitHubAccountTokenNames,ListOnPremisesInstances,ListTagsForResource,PutLifecycleEventHookExecutionStatus,RegisterApplicationRevision,RegisterOnPremisesInstance,RemoveTagsFromOnPremisesInstances,SkipWaitTimeForInstanceTermination,StopDeployment,TagResource,UntagResource,UpdateApplication,UpdateDeploymentGroup,application,deploymentconfig,deploymentgroup,instance,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
codedeploy-commands-secure;GetDeploymentSpecification,PollHostCommand,PutHostCommandAcknowledgement,PutHostCommandComplete
codeguru;GetCodeGuruFreeTrialSummary
codeguru-profiler;AddNotificationChannels,BatchGetFrameMetricData,ConfigureAgent,CreateProfilingGroup,DeleteProfilingGroup,DescribeProfilingGroup,GetFindingsReportAccountSummary,GetNotificationConfiguration,GetPolicy,GetProfile,GetRecommendations,ListFindingsReports,ListProfileTimes,ListProfilingGroups,ListTagsForResource,PostAgentProfile,PutPermission,RemoveNotificationChannel,RemovePermission,SubmitFeedback,TagResource,UntagResource,UpdateProfilingGroup,ProfilingGroup,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
codeguru-reviewer;AssociateRepository,CreateCodeReview,CreateConnectionToken,DescribeCodeReview,DescribeRecommendationFeedback,DescribeRepositoryAssociation,DisassociateRepository,GetMetricsData,ListCodeReviews,ListRecommendationFeedback,ListRecommendations,ListRepositoryAssociations,ListTagsForResource,ListThirdPartyRepositories,PutRecommendationFeedback,TagResource,UnTagResource,association,codereview,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
codeguru-security;BatchGetFindings,CreateScan,CreateUploadUrl,DeleteScansByCategory,GetAccountConfiguration,GetFindings,GetMetricsSummary,GetScan,ListFindings,ListFindingsMetrics,ListScans,ListTagsForResource,TagResource,UntagResource,UpdateAccountConfiguration,ScanName,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
codepipeline;AcknowledgeJob,AcknowledgeThirdPartyJob,CreateCustomActionType,CreatePipeline,DeleteCustomActionType,DeletePipeline,DeleteWebhook,DeregisterWebhookWithThirdParty,DisableStageTransition,EnableStageTransition,GetActionType,GetJobDetails,GetPipeline,GetPipelineExecution,GetPipelineState,GetThirdPartyJobDetails,ListActionExecutions,ListActionTypes,ListDeployActionExecutionTargets,ListPipelineExecutions,ListPipelines,ListRuleExecutions,ListRuleTypes,ListTagsForResource,ListWebhooks,OverrideStageCondition,PollForJobs,PollForThirdPartyJobs,PutActionRevision,PutApprovalResult,PutJobFailureResult,PutJobSuccessResult,PutThirdPartyJobFailureResult,PutThirdPartyJobSuccessResult,PutWebhook,RegisterWebhookWithThirdParty,RetryStageExecution,RollbackStage,StartPipelineExecution,StopPipelineExecution,TagResource,UntagResource,UpdateActionType,UpdatePipeline,action,actiontype,pipeline,stage,webhook,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
codestar;AssociateTeamMember,CreateProject,CreateUserProfile,DeleteProject,DeleteUserProfile,DescribeProject,DescribeUserProfile,DisassociateTeamMember,ListProjects,ListResources,ListTagsForProject,ListTeamMembers,ListUserProfiles,TagProject,UntagProject,UpdateProject,UpdateTeamMember,UpdateUserProfile,project,user
codestar-connections;CreateConnection,CreateHost,CreateRepositoryLink,CreateSyncConfiguration,DeleteConnection,DeleteHost,DeleteRepositoryLink,DeleteSyncConfiguration,GetConnection,GetConnectionToken,GetHost,GetIndividualAccessToken,GetInstallationUrl,GetRepositoryLink,GetRepositorySyncStatus,GetResourceSyncStatus,GetSyncBlockerSummary,GetSyncConfiguration,ListConnections,ListHosts,ListInstallationTargets,ListRepositoryLinks,ListRepositorySyncDefinitions,ListSyncConfigurations,ListTagsForResource,PassConnection,PassRepository,RegisterAppCode,StartAppRegistrationHandshake,StartOAuthHandshake,TagResource,UntagResource,UpdateConnectionInstallation,UpdateHost,UpdateRepositoryLink,UpdateSyncBlocker,UpdateSyncConfiguration,UseConnection,Connection,Host,RepositoryLink,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys,codestar-connections:Branch,codestar-connections:BranchName,codestar-connections:FullRepositoryId,codestar-connections:HostArn,codestar-connections:InstallationId,codestar-connections:OwnerId,codestar-connections:PassedToService,codestar-connections:ProviderAction,codestar-connections:ProviderPermissionsRequired,codestar-connections:ProviderType,codestar-connections:ProviderTypeFilter,codestar-connections:RepositoryName,codestar-connections:VpcId
codestar-notifications;CreateNotificationRule,DeleteNotificationRule,DeleteTarget,DescribeNotificationRule,ListEventTypes,ListNotificationRules,ListTagsForResource,ListTargets,Subscribe,TagResource,Unsubscribe,UntagResource,UpdateNotificationRule,notificationrule,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys,codestar-notifications:NotificationsForResource
codewhisperer;AllowVendedLogDeliveryForResource,AssociateCustomizationPermission,CreateCustomization,CreateProfile,DeleteCustomization,DeleteProfile,DisassociateCustomizationPermission,GenerateRecommendations,GetCustomization,ListCustomizationPermissions,ListCustomizationVersions,ListCustomizations,ListProfiles,ListTagsForResource,TagResource,UntagResource,UpdateCustomization,UpdateProfile,profile,customization,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
cognito-identity;CreateIdentityPool,DeleteIdentities,DeleteIdentityPool,DescribeIdentity,DescribeIdentityPool,GetCredentialsForIdentity,GetId,GetIdentityPoolAnalytics,GetIdentityPoolDailyAnalytics,GetIdentityPoolRoles,GetIdentityProviderDailyAnalytics,GetOpenIdToken,GetOpenIdTokenForDeveloperIdentity,GetPrincipalTagAttributeMap,ListIdentities,ListIdentityPools,ListTagsForResource,LookupDeveloperIdentity,MergeDeveloperIdentities,SetIdentityPoolRoles,SetPrincipalTagAttributeMap,TagResource,UnlinkDeveloperIdentity,UnlinkIdentity,UntagResource,UpdateIdentityPool,identitypool,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
cognito-sync;BulkPublish,DeleteDataset,DescribeDataset,DescribeIdentityPoolUsage,DescribeIdentityUsage,GetBulkPublishDetails,GetCognitoEvents,GetIdentityPoolConfiguration,ListDatasets,ListIdentityPoolUsage,ListRecords,RegisterDevice,SetCognitoEvents,SetIdentityPoolConfiguration,SubscribeToDataset,UnsubscribeFromDataset,UpdateRecords,dataset,identity,identitypool
cognito-idp;AddCustomAttributes,AdminAddUserToGroup,AdminConfirmSignUp,AdminCreateUser,AdminDeleteUser,AdminDeleteUserAttributes,AdminDisableProviderForUser,AdminDisableUser,AdminEnableUser,AdminForgetDevice,AdminGetDevice,AdminGetUser,AdminInitiateAuth,AdminLinkProviderForUser,AdminListDevices,AdminListGroupsForUser,AdminListUserAuthEvents,AdminRemoveUserFromGroup,AdminResetUserPassword,AdminRespondToAuthChallenge,AdminSetUserMFAPreference,AdminSetUserPassword,AdminSetUserSettings,AdminUpdateAuthEventFeedback,AdminUpdateDeviceStatus,AdminUpdateUserAttributes,AdminUserGlobalSignOut,AssociateSoftwareToken,AssociateWebACL,ChangePassword,ConfirmDevice,ConfirmForgotPassword,ConfirmSignUp,CreateGroup,CreateIdentityProvider,CreateManagedLoginBranding,CreateResourceServer,CreateUserImportJob,CreateUserPool,CreateUserPoolClient,CreateUserPoolDomain,DeleteGroup,DeleteIdentityProvider,DeleteManagedLoginBranding,DeleteResourceServer,DeleteUser,DeleteUserAttributes,DeleteUserPool,DeleteUserPoolClient,DeleteUserPoolDomain,DescribeIdentityProvider,DescribeManagedLoginBranding,DescribeManagedLoginBrandingByClient,DescribeResourceServer,DescribeRiskConfiguration,DescribeUserImportJob,DescribeUserPool,DescribeUserPoolClient,DescribeUserPoolDomain,DisassociateWebACL,ForgetDevice,ForgotPassword,GetCSVHeader,GetDevice,GetGroup,GetIdentityProviderByIdentifier,GetLogDeliveryConfiguration,GetSigningCertificate,GetTokensFromRefreshToken,GetUICustomization,GetUser,GetUserAttributeVerificationCode,GetUserPoolMfaConfig,GetWebACLForResource,GlobalSignOut,InitiateAuth,ListDevices,ListGroups,ListIdentityProviders,ListResourceServers,ListResourcesForWebACL,ListTagsForResource,ListUserImportJobs,ListUserPoolClients,ListUserPools,ListUsers,ListUsersInGroup,ResendConfirmationCode,RespondToAuthChallenge,RevokeToken,SetLogDeliveryConfiguration,SetRiskConfiguration,SetUICustomization,SetUserMFAPreference,SetUserPoolMfaConfig,SetUserSettings,SignUp,StartUserImportJob,StopUserImportJob,TagResource,UntagResource,UpdateAuthEventFeedback,UpdateDeviceStatus,UpdateGroup,UpdateIdentityProvider,UpdateManagedLoginBranding,UpdateResourceServer,UpdateUserAttributes,UpdateUserPool,UpdateUserPoolClient,UpdateUserPoolDomain,VerifySoftwareToken,VerifyUserAttribute,userpool,webacl,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
comprehend;BatchDetectDominantLanguage,BatchDetectEntities,BatchDetectKeyPhrases,BatchDetectSentiment,BatchDetectSyntax,BatchDetectTargetedSentiment,ClassifyDocument,ContainsPiiEntities,CreateDataset,CreateDocumentClassifier,CreateEndpoint,CreateEntityRecognizer,CreateFlywheel,DeleteDocumentClassifier,DeleteEndpoint,DeleteEntityRecognizer,DeleteFlywheel,DeleteResourcePolicy,DescribeDataset,DescribeDocumentClassificationJob,DescribeDocumentClassifier,DescribeDominantLanguageDetectionJob,DescribeEndpoint,DescribeEntitiesDetectionJob,DescribeEntityRecognizer,DescribeEventsDetectionJob,DescribeFlywheel,DescribeFlywheelIteration,DescribeKeyPhrasesDetectionJob,DescribePiiEntitiesDetectionJob,DescribeResourcePolicy,DescribeSentimentDetectionJob,DescribeTargetedSentimentDetectionJob,DescribeTopicsDetectionJob,DetectDominantLanguage,DetectEntities,DetectKeyPhrases,DetectPiiEntities,DetectSentiment,DetectSyntax,DetectTargetedSentiment,DetectToxicContent,ImportModel,ListDatasets,ListDocumentClassificationJobs,ListDocumentClassifierSummaries,ListDocumentClassifiers,ListDominantLanguageDetectionJobs,ListEndpoints,ListEntitiesDetectionJobs,ListEntityRecognizerSummaries,ListEntityRecognizers,ListEventsDetectionJobs,ListFlywheelIterationHistory,ListFlywheels,ListKeyPhrasesDetectionJobs,ListPiiEntitiesDetectionJobs,ListSentimentDetectionJobs,ListTagsForResource,ListTargetedSentimentDetectionJobs,ListTopicsDetectionJobs,PutResourcePolicy,StartDocumentClassificationJob,StartDominantLanguageDetectionJob,StartEntitiesDetectionJob,StartEventsDetectionJob,StartFlywheelIteration,StartKeyPhrasesDetectionJob,StartPiiEntitiesDetectionJob,StartSentimentDetectionJob,StartTargetedSentimentDetectionJob,StartTopicsDetectionJob,StopDominantLanguageDetectionJob,StopEntitiesDetectionJob,StopEventsDetectionJob,StopKeyPhrasesDetectionJob,StopPiiEntitiesDetectionJob,StopSentimentDetectionJob,StopTargetedSentimentDetectionJob,StopTrainingDocumentClassifier,StopTrainingEntityRecognizer,TagResource,UntagResource,UpdateEndpoint,UpdateFlywheel,targeted-sentiment-detection-job,document-classifier,document-classifier-endpoint,entity-recognizer,entity-recognizer-endpoint,dominant-language-detection-job,entities-detection-job,pii-entities-detection-job,events-detection-job,key-phrases-detection-job,sentiment-detection-job,topics-detection-job,document-classification-job,flywheel,flywheel-dataset,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys,comprehend:DataLakeKmsKey,comprehend:FlywheelIterationId,comprehend:ModelKmsKey,comprehend:OutputKmsKey,comprehend:VolumeKmsKey,comprehend:VpcSecurityGroupIds,comprehend:VpcSubnets
comprehendmedical;DescribeEntitiesDetectionV2Job,DescribeICD10CMInferenceJob,DescribePHIDetectionJob,DescribeRxNormInferenceJob,DescribeSNOMEDCTInferenceJob,DetectEntitiesV2,DetectPHI,InferICD10CM,InferRxNorm,InferSNOMEDCT,ListEntitiesDetectionV2Jobs,ListICD10CMInferenceJobs,ListPHIDetectionJobs,ListRxNormInferenceJobs,ListSNOMEDCTInferenceJobs,StartEntitiesDetectionV2Job,StartICD10CMInferenceJob,StartPHIDetectionJob,StartRxNormInferenceJob,StartSNOMEDCTInferenceJob,StopEntitiesDetectionV2Job,StopICD10CMInferenceJob,StopPHIDetectionJob,StopRxNormInferenceJob,StopSNOMEDCTInferenceJob,aws:TagKeys
compute-optimizer;DeleteRecommendationPreferences,DescribeRecommendationExportJobs,ExportAutoScalingGroupRecommendations,ExportEBSVolumeRecommendations,ExportEC2InstanceRecommendations,ExportECSServiceRecommendations,ExportIdleRecommendations,ExportLambdaFunctionRecommendations,ExportLicenseRecommendations,ExportRDSDatabaseRecommendations,GetAutoScalingGroupRecommendations,GetEBSVolumeRecommendations,GetEC2InstanceRecommendations,GetEC2RecommendationProjectedMetrics,GetECSServiceRecommendationProjectedMetrics,GetECSServiceRecommendations,GetEffectiveRecommendationPreferences,GetEnrollmentStatus,GetEnrollmentStatusesForOrganization,GetIdleRecommendations,GetLambdaFunctionRecommendations,GetLicenseRecommendations,GetRDSDatabaseRecommendationProjectedMetrics,GetRDSDatabaseRecommendations,GetRecommendationPreferences,GetRecommendationSummaries,PutRecommendationPreferences,UpdateEnrollmentStatus,compute-optimizer:ResourceType
config;AssociateResourceTypes,BatchGetAggregateResourceConfig,BatchGetResourceConfig,DeleteAggregationAuthorization,DeleteConfigRule,DeleteConfigurationAggregator,DeleteConfigurationRecorder,DeleteConformancePack,DeleteDeliveryChannel,DeleteEvaluationResults,DeleteOrganizationConfigRule,DeleteOrganizationConformancePack,DeletePendingAggregationRequest,DeleteRemediationConfiguration,DeleteRemediationExceptions,DeleteResourceConfig,DeleteRetentionConfiguration,DeleteServiceLinkedConfigurationRecorder,DeleteStoredQuery,DeliverConfigSnapshot,DescribeAggregateComplianceByConfigRules,DescribeAggregateComplianceByConformancePacks,DescribeAggregationAuthorizations,DescribeComplianceByConfigRule,DescribeComplianceByResource,DescribeConfigRuleEvaluationStatus,DescribeConfigRules,DescribeConfigurationAggregatorSourcesStatus,DescribeConfigurationAggregators,DescribeConfigurationRecorderStatus,DescribeConfigurationRecorders,DescribeConformancePackCompliance,DescribeConformancePackStatus,DescribeConformancePacks,DescribeDeliveryChannelStatus,DescribeDeliveryChannels,DescribeOrganizationConfigRuleStatuses,DescribeOrganizationConfigRules,DescribeOrganizationConformancePackStatuses,DescribeOrganizationConformancePacks,DescribePendingAggregationRequests,DescribeRemediationConfigurations,DescribeRemediationExceptions,DescribeRemediationExecutionStatus,DescribeRetentionConfigurations,DisassociateResourceTypes,GetAggregateComplianceDetailsByConfigRule,GetAggregateConfigRuleComplianceSummary,GetAggregateConformancePackComplianceSummary,GetAggregateDiscoveredResourceCounts,GetAggregateResourceConfig,GetComplianceDetailsByConfigRule,GetComplianceDetailsByResource,GetComplianceSummaryByConfigRule,GetComplianceSummaryByResourceType,GetConformancePackComplianceDetails,GetConformancePackComplianceSummary,GetCustomRulePolicy,GetDiscoveredResourceCounts,GetOrganizationConfigRuleDetailedStatus,GetOrganizationConformancePackDetailedStatus,GetOrganizationCustomRulePolicy,GetResourceConfigHistory,GetResourceEvaluationSummary,GetStoredQuery,ListAggregateDiscoveredResources,ListConfigurationRecorders,ListConformancePackComplianceScores,ListDiscoveredResources,ListResourceEvaluations,ListStoredQueries,ListTagsForResource,PutAggregationAuthorization,PutConfigRule,PutConfigurationAggregator,PutConfigurationRecorder,PutConformancePack,PutDeliveryChannel,PutEvaluations,PutExternalEvaluation,PutOrganizationConfigRule,PutOrganizationConformancePack,PutRemediationConfigurations,PutRemediationExceptions,PutResourceConfig,PutRetentionConfiguration,PutServiceLinkedConfigurationRecorder,PutStoredQuery,SelectAggregateResourceConfig,SelectResourceConfig,StartConfigRulesEvaluation,StartConfigurationRecorder,StartRemediationExecution,StartResourceEvaluation,StopConfigurationRecorder,TagResource,UntagResource,AggregationAuthorization,ConfigurationAggregator,ConfigRule,ConformancePack,OrganizationConfigRule,OrganizationConformancePack,RemediationConfiguration,StoredQuery,ConfigurationRecorder,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys,config:ConfigurationRecorderServicePrincipal
connect;ActivateEvaluationForm,AdminGetEmergencyAccessToken,AssociateAnalyticsDataSet,AssociateApprovedOrigin,AssociateBot,AssociateContactWithUser,AssociateCustomerProfilesDomain,AssociateDefaultVocabulary,AssociateFlow,AssociateInstanceStorageConfig,AssociateLambdaFunction,AssociateLexBot,AssociatePhoneNumberContactFlow,AssociateQueueQuickConnects,AssociateRoutingProfileQueues,AssociateSecurityKey,AssociateTrafficDistributionGroupUser,AssociateUserProficiencies,BatchAssociateAnalyticsDataSet,BatchDisassociateAnalyticsDataSet,BatchGetAttachedFileMetadata,BatchGetFlowAssociation,BatchPutContact,ClaimPhoneNumber,CompleteAttachedFileUpload,CreateAgentStatus,CreateAuthenticationProfile,CreateContact,CreateContactFlow,CreateContactFlowModule,CreateContactFlowVersion,CreateEmailAddress,CreateEvaluationForm,CreateHoursOfOperation,CreateHoursOfOperationOverride,CreateInstance,CreateIntegrationAssociation,CreateParticipant,CreatePersistentContactAssociation,CreatePredefinedAttribute,CreatePrompt,CreatePushNotificationRegistration,CreateQueue,CreateQuickConnect,CreateRoutingProfile,CreateRule,CreateSecurityProfile,CreateTaskTemplate,CreateTrafficDistributionGroup,CreateUseCase,CreateUser,CreateUserHierarchyGroup,CreateView,CreateViewVersion,CreateVocabulary,DeactivateEvaluationForm,DeleteAttachedFile,DeleteContactEvaluation,DeleteContactFlow,DeleteContactFlowModule,DeleteContactFlowVersion,DeleteEmailAddress,DeleteEvaluationForm,DeleteHoursOfOperation,DeleteHoursOfOperationOverride,DeleteInstance,DeleteIntegrationAssociation,DeletePredefinedAttribute,DeletePrompt,DeletePushNotificationRegistration,DeleteQueue,DeleteQuickConnect,DeleteRoutingProfile,DeleteRule,DeleteSecurityProfile,DeleteTaskTemplate,DeleteTrafficDistributionGroup,DeleteUseCase,DeleteUser,DeleteUserHierarchyGroup,DeleteView,DeleteViewVersion,DeleteVocabulary,DescribeAgentStatus,DescribeAuthenticationProfile,DescribeContact,DescribeContactEvaluation,DescribeContactFlow,DescribeContactFlowModule,DescribeEmailAddress,DescribeEvaluationForm,DescribeForecastingPlanningSchedulingIntegration,DescribeHoursOfOperation,DescribeHoursOfOperationOverride,DescribeInstance,DescribeInstanceAttribute,DescribeInstanceStorageConfig,DescribePhoneNumber,DescribePredefinedAttribute,DescribePrompt,DescribeQueue,DescribeQuickConnect,DescribeRoutingProfile,DescribeRule,DescribeSecurityProfile,DescribeTrafficDistributionGroup,DescribeUser,DescribeUserHierarchyGroup,DescribeUserHierarchyStructure,DescribeView,DescribeVocabulary,DisassociateAnalyticsDataSet,DisassociateApprovedOrigin,DisassociateBot,DisassociateCustomerProfilesDomain,DisassociateFlow,DisassociateInstanceStorageConfig,DisassociateLambdaFunction,DisassociateLexBot,DisassociatePhoneNumberContactFlow,DisassociateQueueQuickConnects,DisassociateRoutingProfileQueues,DisassociateSecurityKey,DisassociateTrafficDistributionGroupUser,DisassociateUserProficiencies,DismissUserContact,GetAttachedFile,GetContactAttributes,GetContactMetrics,GetCurrentMetricData,GetCurrentUserData,GetEffectiveHoursOfOperations,GetFederationToken,GetFlowAssociation,GetMetricData,GetMetricDataV2,GetPromptFile,GetTaskTemplate,GetTrafficDistribution,ImportPhoneNumber,ListAgentStatuses,ListAnalyticsDataAssociations,ListAnalyticsDataLakeDataSets,ListApprovedOrigins,ListAssociatedContacts,ListAuthenticationProfiles,ListBots,ListContactEvaluations,ListContactFlowModules,ListContactFlowVersions,ListContactFlows,ListContactReferences,ListDefaultVocabularies,ListEvaluationFormVersions,ListEvaluationForms,ListFlowAssociations,ListHoursOfOperationOverrides,ListHoursOfOperations,ListInstanceAttributes,ListInstanceStorageConfigs,ListInstances,ListIntegrationAssociations,ListLambdaFunctions,ListLexBots,ListPhoneNumbers,ListPhoneNumbersV2,ListPredefinedAttributes,ListPrompts,ListQueueQuickConnects,ListQueues,ListQuickConnects,ListRealtimeContactAnalysisSegments,ListRealtimeContactAnalysisSegmentsV2,ListRoutingProfileManualAssignmentQueues,ListRoutingProfileQueues,ListRoutingProfiles,ListRules,ListSecurityKeys,ListSecurityProfileApplications,ListSecurityProfilePermissions,ListSecurityProfiles,ListTagsForResource,ListTaskTemplates,ListTrafficDistributionGroupUsers,ListTrafficDistributionGroups,ListUseCases,ListUserHierarchyGroups,ListUserProficiencies,ListUsers,ListViewVersions,ListViews,MonitorContact,PauseContact,PutUserStatus,ReleasePhoneNumber,ReplicateInstance,ResumeContact,ResumeContactRecording,SearchAgentStatuses,SearchAvailablePhoneNumbers,SearchContactFlowModules,SearchContactFlows,SearchContacts,SearchEmailAddresses,SearchHoursOfOperationOverrides,SearchHoursOfOperations,SearchPredefinedAttributes,SearchPrompts,SearchQueues,SearchQuickConnects,SearchResourceTags,SearchRoutingProfiles,SearchSecurityProfiles,SearchUserHierarchyGroups,SearchUsers,SearchVocabularies,SendChatIntegrationEvent,SendIntegrationEvent,SendOutboundEmail,StartAttachedFileUpload,StartChatContact,StartContactEvaluation,StartContactRecording,StartContactStreaming,StartEmailContact,StartForecastingPlanningSchedulingIntegration,StartOutboundChatContact,StartOutboundEmailContact,StartOutboundVoiceContact,StartScreenSharing,StartTaskContact,StartWebRTCContact,StopContact,StopContactRecording,StopContactStreaming,StopForecastingPlanningSchedulingIntegration,SubmitContactEvaluation,SuspendContactRecording,TagContact,TagResource,TransferContact,UntagContact,UntagResource,UpdateAgentStatus,UpdateAuthenticationProfile,UpdateContact,UpdateContactAttributes,UpdateContactEvaluation,UpdateContactFlowContent,UpdateContactFlowMetadata,UpdateContactFlowModuleContent,UpdateContactFlowModuleMetadata,UpdateContactFlowName,UpdateContactRoutingData,UpdateContactSchedule,UpdateEmailAddressMetadata,UpdateEvaluationForm,UpdateHoursOfOperation,UpdateHoursOfOperationOverride,UpdateInstanceAttribute,UpdateInstanceStorageConfig,UpdateParticipantAuthentication,UpdateParticipantRoleConfig,UpdatePhoneNumber,UpdatePhoneNumberMetadata,UpdatePredefinedAttribute,UpdatePrompt,UpdateQueueHoursOfOperation,UpdateQueueMaxContacts,UpdateQueueName,UpdateQueueOutboundCallerConfig,UpdateQueueOutboundEmailConfig,UpdateQueueStatus,UpdateQuickConnectConfig,UpdateQuickConnectName,UpdateRoutingProfileAgentAvailabilityTimer,UpdateRoutingProfileConcurrency,UpdateRoutingProfileDefaultOutboundQueue,UpdateRoutingProfileName,UpdateRoutingProfileQueues,UpdateRule,UpdateSecurityProfile,UpdateTaskTemplate,UpdateTrafficDistribution,UpdateUserHierarchy,UpdateUserHierarchyGroupName,UpdateUserHierarchyStructure,UpdateUserIdentityInfo,UpdateUserPhoneConfig,UpdateUserProficiencies,UpdateUserRoutingProfile,UpdateUserSecurityProfiles,UpdateViewContent,UpdateViewMetadata,instance,contact,user,routing-profile,security-profile,authentication-profile,hierarchy-group,queue,wildcard-queue,quick-connect,wildcard-quick-connect,contact-flow,task-template,contact-flow-module,wildcard-contact-flow,hours-of-operation,agent-status,wildcard-agent-status,legacy-phone-number,wildcard-legacy-phone-number,phone-number,wildcard-phone-number,integration-association,use-case,vocabulary,traffic-distribution-group,rule,evaluation-form,contact-evaluation,prompt,customer-managed-view,aws-managed-view,qualified-customer-managed-view,qualified-aws-managed-view,customer-managed-view-version,attached-file,email-address,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys,connect:AssignmentType,connect:AttributeType,connect:Channel,connect:ContactAssociationId,connect:ContactInitiationMethod,connect:FlowType,connect:InstanceId,connect:ListRealtimeContactAnalysisSegmentsByOutputType,connect:ListRealtimeContactAnalysisSegmentsBySegmentType,connect:MonitorCapabilities,connect:PreferredUserArn,connect:SearchContactsByContactAnalysis,connect:SearchTag/${TagKey},connect:StorageResourceType,connect:Subtype,connect:UserArn
cases;BatchGetCaseRule,BatchGetField,BatchPutFieldOptions,CreateCase,CreateCaseRule,CreateDomain,CreateField,CreateLayout,CreateRelatedItem,CreateTemplate,DeleteCase,DeleteCaseRule,DeleteDomain,DeleteField,DeleteLayout,DeleteRelatedItem,DeleteTemplate,GetCase,GetCaseAuditEvents,GetCaseEventConfiguration,GetDomain,GetLayout,GetTemplate,ListCaseRules,ListCasesForContact,ListDomains,ListFieldOptions,ListFields,ListLayouts,ListTagsForResource,ListTemplates,PutCaseEventConfiguration,SearchCases,SearchRelatedItems,TagResource,UntagResource,UpdateCase,UpdateCaseRule,UpdateField,UpdateLayout,UpdateTemplate,Case,Domain,Field,Layout,RelatedItem,Template,CaseRule,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys,connect:UserArn
profile;AddProfileKey,BatchGetCalculatedAttributeForProfile,BatchGetProfile,CreateCalculatedAttributeDefinition,CreateDomain,CreateDomainLayout,CreateEventStream,CreateEventTrigger,CreateIntegrationWorkflow,CreateProfile,CreateSegmentDefinition,CreateSegmentEstimate,CreateSegmentSnapshot,CreateSnapshot,CreateUploadJob,DeleteCalculatedAttributeDefinition,DeleteDomain,DeleteDomainLayout,DeleteEventStream,DeleteEventTrigger,DeleteIntegration,DeleteProfile,DeleteProfileKey,DeleteProfileObject,DeleteProfileObjectType,DeleteSegmentDefinition,DeleteWorkflow,DetectProfileObjectType,GetAutoMergingPreview,GetCalculatedAttributeDefinition,GetCalculatedAttributeForProfile,GetDomain,GetDomainLayout,GetEventStream,GetEventTrigger,GetIdentityResolutionJob,GetIntegration,GetMatches,GetProfileHistoryRecord,GetProfileObjectType,GetProfileObjectTypeTemplate,GetSegmentDefinition,GetSegmentEstimate,GetSegmentMembership,GetSegmentSnapshot,GetSimilarProfiles,GetSnapshot,GetUploadJob,GetUploadJobPath,GetWorkflow,GetWorkflowSteps,ListAccountIntegrations,ListCalculatedAttributeDefinitions,ListCalculatedAttributesForProfile,ListDomainLayouts,ListDomains,ListEventStreams,ListEventTriggers,ListIdentityResolutionJobs,ListIntegrations,ListObjectTypeAttributes,ListProfileAttributeValues,ListProfileHistoryRecords,ListProfileObjectTypeTemplates,ListProfileObjectTypes,ListProfileObjects,ListRuleBasedMatches,ListSegmentDefinitions,ListTagsForResource,ListUploadJobs,ListWorkflows,MergeProfiles,PutIntegration,PutProfileObject,PutProfileObjectType,SearchProfiles,StartUploadJob,StopUploadJob,TagResource,UntagResource,UpdateCalculatedAttributeDefinition,UpdateDomain,UpdateDomainLayout,UpdateEventTrigger,UpdateProfile,domains,object-types,integrations,event-streams,calculated-attributes,segment-definitions,event-triggers,layouts,aws:RequestTag/${TagKey},aws:ResourceTag/${TagKey},aws:TagKeys
